Product url,Description
https://www.amazon.in/HEROZ-Backpack-Resistant-Computer-17-3-inch/dp/B083N3DCTM/ref=sr_1_114?crid=2M096C61O4MLT&keywords=bags&qid=1685034851&sprefix=ba%2Caps%2C283&sr=8-114,"['Material: Nylon, Inner Material: Polyester, Capacity: 50 Liters, Color: Grey & Navy Blue, Special Features: Back Padding, Chest Strap, Earphone Cord Support, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Shoulder Strap', 'Age Range Description: Adult; Style Name: Country; Pattern Name: Solid; Strap Type: Cross-Body; Closure Type: Zipper; Pocket Description: Utility Pocket']"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTU0NTkwNzcxMDAxNzY1OjE2ODUwMzQ4NTE6c3BfYnRmOjIwMTE2ODc5MTcxODk4OjowOjo&url=%2FRed-Lemon-Polyester-15-6-inch-Waterproof%2Fdp%2FB07XYY2FW4%2Fref%3Dsr_1_117_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685034851%26sprefix%3Dba%252Caps%252C283%26sr%3D8-117-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"['Material: This bag is made from Nylon with polyester lining which is waterproof. Unisex backpack for men and women', 'Compartments: 4 compartments including 1 main compartment for 15.6 inch laptop, 2 zippers at side, 1 anti-theft zipper at back keeping your wallet, cards and phone safe, 2 additional water pouches, Multiple interior slot pocket for your other belonging such as notebook, tablet, phones, water bottle. USB charging slot with ear phone hole', 'Capacity: 35-45 litres capacity used for daily office goers. Also used as travelling, hiking, trekking backpack', 'Accurate air bubbles reduces excess weight and stress by 55 % on your shoulders and Back tough air mesh cushion supports your spinal during long go', 'Compartment Description: Not Laptop Compatible; Age Range Description: Adult; Special Features: Laptop Compartment']"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTU0NTkwNzcxMDAxNzY1OjE2ODUwMzQ4NTE6c3BfYnRmOjIwMDYzNzg0NDU4Mjk4OjowOjo&url=%2Fuppercase-Backpack-1600EBP1-repellent-sustainable%2Fdp%2FB0B5N9TY9C%2Fref%3Dsr_1_118_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685034851%26sprefix%3Dba%252Caps%252C283%26sr%3D8-118-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"['Padded laptop compartment fits up to 14 inch laptop, Front Access pocket & Back padding with Air mesh']"
https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07D8ZLTT9/ref=sr_1_122?crid=2M096C61O4MLT&keywords=bags&qid=1685034852&sprefix=ba%2Caps%2C283&sr=8-122,"['Adjustable Shoulder Handles / Two Bottle holders / Padded Handle / Reflector Logo', 'Dimensions : LxWxH- 31 x 18 x 47 cms', 'Laptop : 15.6 inches and below (Bigger than 15.6 not recommended)', 'No. of Compartments : 3 with full padding', 'NOT INCLUDED : NO RAIN COVER, Laptop, Headphones & Cable (Images only for display)']"
https://www.amazon.in/ADISA-Womens-Girls-Party-Crossbody/dp/B0B2WBJ2H8/ref=sr_1_126?crid=2M096C61O4MLT&keywords=bags&qid=1685034852&sprefix=ba%2Caps%2C283&sr=8-126,"['Outer Material: PU / Synthetic Leather', 'Closure: Magnetic', 'Pockets: 1, Compartments: 1', 'Height Adjustable Sling belt', 'Dimensions: LxWxH - 7.2 x 2.5 x 6.2 inches']"
https://www.amazon.in/Artistix-Backpack-Anti-Theft-Charging-Resistance/dp/B082PKX18C/ref=sr_1_127?crid=2M096C61O4MLT&keywords=bags&qid=1685034852&sprefix=ba%2Caps%2C283&sr=8-127,"['Fit Type: Western', 'MATERIAL: High Density Nylon, Water Resistance. Dimension: L x W x H (46 x 30 x 14 cm). Capacity: 25 Litres. No. of compartment: 1', 'FRONT STASH POCKET for small book, documents, goggle, medicines etc. TROLLEY CASE for easy to carry. AIR MESH and PU FOAM- BACK PADDING give extreme comfort. Reflective in front for night safety.', 'USB CHARGING PORT. Extended out charging port allows you to charge your phone while you are on the move. With an attached charging dock, you may connect a portable power bank with ease. 12 Months Warranty']"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NjYxMzIxOTYyMzY0MjA2OjE2ODUwMzQ4NTQ6c3BfYXRmX25leHQ6MjAxMTAwODIyNDEyOTg6OjA6Og&url=%2FRed-Lemon-Ironlook-Briefcase-Anti-Theft%2Fdp%2FB09ZYMT7V1%2Fref%3Dsr_1_129_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685034854%26sprefix%3Dba%252Caps%252C283%26sr%3D8-129-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"['? PREMIUM MATERIAL: Made from high quality, waterproof hard EVA material. Premium quality smooth zippers, pullers, buckles.;Special Features: Locking; Style Name: Modern', '? ORGANISED DESIGN: This backpack has one roomy spaced compartment with built in soft padded sleeve to protect laptops upto 16 inch. Separate sleeve for tablet/ Ipad. Spacious enough to hold your clothings, folders, documents etc. Also includes organised pockets to hold electronic diary, power bank, pens. mobile etc. Soft handle for better comfort. Adjustable and padded shoulder straps make it comfortable during use.', '? ANTI- THEFT DESIGN & CAPACITY: One hidden zipper pocket equips on the back to pack your money, cards, wallet. This invisible design increases the security of your belongings. Dimensions: 30 cms x 8 cms x 45 cms (LxWxH). Capacity: 11 Lit', '? USB FEATURE & TSA LOCK : External USB port with built-in charging cable enables convenient charging by connecting your power bank with your electronic devices. This backpack comes with a built-in TSA lock that gives the bag an added level of security. Helps deter thefts during travel.; ? TROLLEY STRAP : The insertible pull rod box design allows the bag to slide over the luggage handle for easy mobility during traveling.; Age Range Description: Adult; Pattern Name: Solid; Theme: Sports', 'Impact-resistant design. ID pouch, Mobile phone pouch. Zipper hidden pouch, Laptop slot, and Tablet slot. USB Charging slot on the outside. Shape-retaining construction. Water-resistant fabric. Premium leather zipper pulls. Top carry handle with leather grip. Air mesh back padding. Adjustable padded shoulder straps with metallic buckle and leather accents.']"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NjYxMzIxOTYyMzY0MjA2OjE2ODUwMzQ4NTQ6c3BfYXRmX25leHQ6MjAxMTY4ODIxODEwOTg6OjA6Og&url=%2FRed-Lemon-Unisex-adult-Waterproof-Charging%2Fdp%2FB09VGNTDRZ%2Fref%3Dsr_1_130_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685034854%26sprefix%3Dba%252Caps%252C283%26sr%3D8-130-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"['Closure: Zipper', 'PREMIUM MATERIAL: This stylish chest bag is made of waterproof TPU material. Comes in a shell structure with a front Rhombus design.', 'ORGANIZED DESIGN: Spaced compartment with one separate soft sleeve to hold iPad, phone, or notebook. Spacious enough to store accessories like a camera or short trip essentials. Multiple organized pockets to hold money wallet, power bank, mobile, charger, pens, cable, etc. Soft adjustable single shoulder strap to relieve the stress of shoulder. A strong sturdy handle to carry the bag with ease.', 'USB FEATURE: External USB port with built-in charging cable enables convenient charging by connecting your power bank with your electronic devices.', 'DIMENSIONS: 19 cms x 16 cms x 33 cms (LxWxH). The weight of the bag is 0.48 KG.', 'Outer Material Type: Synthetic']"
https://www.amazon.in/F-Gear-Enzo-Black-Blue-Waist-Bag/dp/B0862LXJYT/ref=sr_1_136?crid=2M096C61O4MLT&keywords=bags&qid=1685034854&sprefix=ba%2Caps%2C283&sr=8-136,"['One zippered compartment suitable for keys/napkins/wallet/mobile etc.', 'One inside pocket with two small sleeves for credit card/passport etc. This fanny pack is suitable for only 250ml bottle.', 'This fanny pack is water resistant.', 'Premium YKK Japanese Zippers& sliders with an adjustable waist strap.', 'Comes with The F Gear promise of quality and durability.']"
https://www.amazon.in/HEROZ-Backpack-Resistant-Durable-Notebook/dp/B09B7KC93T/ref=sr_1_137?crid=2M096C61O4MLT&keywords=bags&qid=1685034854&sprefix=ba%2Caps%2C283&sr=8-137,"['Style Name: Travel Backpacks; Closure Type: Zipper; Closure Type: Zipper; Style Name: Travel Backpacks', 'Pattern Name: Solid; Age Range Description: Adult; Warranty Description: 1 Year Manufecturing Warrenty; Compartment Description: Up To 16 Inches']"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NjYxMzIxOTYyMzY0MjA2OjE2ODUwMzQ4NTQ6c3BfbXRmOjIwMTE3Nzk1ODc0NDk4OjowOjo&url=%2FMokobara-Backpack-Leather-Resistant-College%2Fdp%2FB09WVGDV1V%2Fref%3Dsr_1_139_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685034854%26sprefix%3Dba%252Caps%252C283%26sr%3D8-139-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"['CRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Vegan leather and nylon fabric, Casing: Soft, Colour: Green, Water resistant: Yes.', 'PADDED LAPTOP COMPARTMENT AND MAXED OUT STORAGE: Dimension: 29 x 14 x 41 cm, Capacity: 16L, Fits up to a 15.4” laptop', 'MOST FEATURE RICH BACKPACK: Vegan leather trims, Padded shoulder straps, Easy length adjustment buckle & strap lock, Hidden expandable side water bottle pocket, Luggage sleeve', 'HIDDEN MAGNETIC POCKET: Snaps close and stores your phone/passport for quick access; MORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Register warranty on (mokobara.com/warranty), get in touch with us @7975298840 (10:30AM - 5:30PM MON-FRI)', 'Closure Type: Zipper; Color Name: Green Energy (Limited Edition); Lining Description: Polyester; Age Range Description: Adult; Pattern Name: Solid']"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NjYxMzIxOTYyMzY0MjA2OjE2ODUwMzQ4NTQ6c3BfbXRmOjIwMTI0MzExMDI0ODk4OjowOjo&url=%2Fuppercase-Backpack-2300EBP1-resistant-sustainable%2Fdp%2FB0BWNCV31F%2Fref%3Dsr_1_140_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685034854%26sprefix%3Dba%252Caps%252C283%26sr%3D8-140-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"['Care Instructions: Wipe with Damp Cloth', 'Handcrafted with care and made up of premium quality robust material', 'Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage', 'Right sized with sturdy stitching; Dimension: (28.2 cm x 14.1 cm x 42.2 cm); Warranty: 750 days international warranty', 'GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596)', 'Padded laptop compartment fits up to 14”, Back padding with Air mesh; Front access pocket for you to easily carry important small items with two bottle holders on the sides']"
https://www.amazon.in/Adjustable-Backpack-Charging-Resistant-Bussiness/dp/B084NZFNGS/ref=sr_1_145?crid=2M096C61O4MLT&keywords=bags&qid=1685034854&sprefix=ba%2Caps%2C283&sr=8-145,"['[41 L Expandable Original Arctic Hunter Backpack] -- Arctic Hunter original bag, 100% guarantee, two-year warranty. This arctic hunter backpack can easily expand 24L to 41L,You can choose to expand the capacity or not according to your needs, and the multifunctional backpack can be used for Long and short trips,daily,college and business, there is a 17 inch laptop pocket in the main compartment.', '[3 in 1 Convertible Business Travel bag]--Backpack,handbag,luggage bag.three modes can be converted freely,the sholder strp can be hidden,and there is a thickness handle at the side of the backpack, so it canbe used as a handbag. the Trolley Back Strap secures the bag to the trolley case, making you comfortable on the travel.', '[Multiple Pocket and Compartments]--There are three compartments and 15 pockets in this bag. The main compartment has a large pocket, wallet and power bank holder, computer and ipad pocket, you can put clothes, books, laptop and other things, the front compartment have many small pockets and can put small items, such as notebooks, pens, keys, cards. The back pocket can hold shoulder straps, books and other large items.Multiple compartments can help you store your belongings better.', '[Durable laptop comfortable bag]--Comfortable airflow back design with thick but soft multi-panel ventilated padding, gives you maximum back support. Breathable and adjustable ""S"" shoulder straps relieve the stress of shoulder.', '[Water-resistent and scratch-resistant]--Made of Water Resistant and Durable Polyester Fabric with metal zippers and durable shoulder strap buckles. Ensure a secure & long-lasting usage everyday & weekend.. Good Gift for college, high school students for boys,girls,teens,adults.']"
https://www.amazon.in/Gear-Ltrs-Casual-Backpack-MDBKPECO50504/dp/B0757K36YV/ref=sr_1_146?crid=2M096C61O4MLT&keywords=bags&qid=1685034854&sprefix=ba%2Caps%2C283&sr=8-146,"['Outer Material: Polyester, Color: Blue', 'Water Resistance: Water resistant', 'Capacity: 20 liters; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH)', 'Number of compartments: 1; Laptop Compatibility: No, Strap Type: Adjustable', 'Special Features: Laptop Compartment; Closure Type: Zipper; Pocket Description: Utility Pocket; Style Name: Traditional Backpacks; Age Range Description: Adult']"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NjYxMzIxOTYyMzY0MjA2OjE2ODUwMzQ4NTQ6c3BfYnRmOjIwMDkyNTI1OTc5Njk4OjowOjo&url=%2FNumber-Backpack-Compartment-Charging-Organizer%2Fdp%2FB09VTCNN75%2Fref%3Dsr_1_150_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685034854%26sprefix%3Dba%252Caps%252C283%26sr%3D8-150-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"['Care Instructions: Wipe with Damp Cloth', 'Number Lock: This Fur Jaden Anti Theft laptop backpack comes equipped with a Number Lock. This helps keep your laptop and other belongings safe when you need to leave your bag unattended in a public space. The number lock sequence can be changed and customised by your directly.', 'USB Charging Port: Now charge your devices on the go with your new Fur Jaden backpack without the hassle of carrying a bulk power bank in your pocket/ hand at all times.', 'Ergonomic Design: This backpack has been designed to ensure equal weight distribution on your shoulders along with padded shoulder straps and breathable air mesh on the back.', 'Dimension: 42 CM (L) x 30 CM (W) x 18 CM (D). Storage Capacity: 25L. Weight: 600 Grams; Warranty: 1 Year Manufacturer Warranty against Manufacturing Defects', 'Closure Type: Zipper; Lining Description: Polyester; Age Range Description: Adult']"
https://www.amazon.in/Gear-Bounce-Backpack-Grey-Orange-BKPBOUNCE0604/dp/B097KCLF5F/ref=sr_1_146?crid=2M096C61O4MLT&keywords=bags&qid=1685034855&sprefix=ba%2Caps%2C283&sr=8-146,"['Ergonomically Designed : Spacious with Multiple Compartments & Pockets : Intuitive Access : Cushioned Back Panel & Shoulder Straps : Lightweight', 'Bartacked Load Points : Water Resistant Fabric : Heavy Duty Long Lasting Zippers', 'Outer material type: Polyester', 'Item Package Weight : 400.0 grams']"
https://www.amazon.in/Wildcraft-Casual-backpack-45L-12956/dp/B0BZVCHKTD/ref=sr_1_150?crid=2M096C61O4MLT&keywords=bags&qid=1685034855&sprefix=ba%2Caps%2C283&sr=8-150,"['Care Instructions: Hand Wash Only', 'Three compartments for better organisation, side fabric pocket for carrying a bottle, padded back system for better back support, padded shoulder straps for comfort and ease of carrying, quick-grab haul loop, multi-level organiser for storing accessories, sleeve separator, lining separator for better organisation inside the compartment.', 'Outer Material: Polyester, Color: Black and Mel, Ideal For: Men & Women', 'Water Resistance: Water resistant; Dimensions: 27 cms x 34 cms x 48 cms (LxWxH)', 'Number of compartments: 3; Laptop Compatibility: Yes, Target Audience: Unisex', 'Age Range Description: Adult; Closure Type: Zipper; Special Features: Laptop Compartment; Pocket Description: Utility Pocket']"
https://www.amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903340000000/dp/B012D4QWES/ref=sr_1_154?crid=2M096C61O4MLT&keywords=bags&qid=1685034855&sprefix=ba%2Caps%2C283&sr=8-154,"['Outer Material: Polyester, Color: Blue', 'Water Resistance: Water resistant; Dimensions: 36 cms x 13 cms x 50 cms (LxWxH)', 'Number of compartments: 3', 'Laptop Compatible: Fits up to 15.4 laptop', 'Light Weight', 'Note : Laptop compartment has no strap']"
https://www.amazon.in/Mokobara-Backpack-litre-Brown-laptop/dp/B095PC3QPV/ref=sr_1_157?crid=2M096C61O4MLT&keywords=bags&qid=1685034855&sprefix=ba%2Caps%2C283&sr=8-157,"['CRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Vegan leather and nylon fabric, Casing: Soft, Colour: Tan, Water resistant: Yes.', 'PADDED LAPTOP COMPARTMENT AND MAXED OUT STORAGE: Dimension: 29 x 14 x 41 cm, Capacity: 16L, Fits up to a 15.4” laptop', 'MOST FEATURE RICH BACKPACK: Vegan leather trims, Padded shoulder straps, Easy length adjustment buckle & strap lock, Hidden expandable side water bottle pocket, Luggage sleeve', 'HIDDEN MAGNETIC POCKET: Snaps close and stores your phone/passport for quick access; MORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Register warranty on (mokobara.com/warranty), get in touch with us @7975298840 (10:30AM - 5:30PM MON-FRI)', 'Warranty Description: 12 Months Warranty; Age Range Description: Adult; Compartment Description: Up To 16 Inches; Closure Type: Zipper; Pattern Name: Solid; Lining Description: Polyester; Color Name: Nice And Dusty']"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMjUwMzMzMDg2NTAzMjk2OjE2ODUwMzQ4NTY6c3BfYXRmX25leHQ6MjAxMTAwODIyNDEyOTg6OjA6Og&url=%2FRed-Lemon-Ironlook-Briefcase-Anti-Theft%2Fdp%2FB09ZYMT7V1%2Fref%3Dsr_1_161_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685034856%26sprefix%3Dba%252Caps%252C283%26sr%3D8-161-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"['? PREMIUM MATERIAL: Made from high quality, waterproof hard EVA material. Premium quality smooth zippers, pullers, buckles.;Special Features: Locking; Style Name: Modern', '? ORGANISED DESIGN: This backpack has one roomy spaced compartment with built in soft padded sleeve to protect laptops upto 16 inch. Separate sleeve for tablet/ Ipad. Spacious enough to hold your clothings, folders, documents etc. Also includes organised pockets to hold electronic diary, power bank, pens. mobile etc. Soft handle for better comfort. Adjustable and padded shoulder straps make it comfortable during use.', '? ANTI- THEFT DESIGN & CAPACITY: One hidden zipper pocket equips on the back to pack your money, cards, wallet. This invisible design increases the security of your belongings. Dimensions: 30 cms x 8 cms x 45 cms (LxWxH). Capacity: 11 Lit', '? USB FEATURE & TSA LOCK : External USB port with built-in charging cable enables convenient charging by connecting your power bank with your electronic devices. This backpack comes with a built-in TSA lock that gives the bag an added level of security. Helps deter thefts during travel.; ? TROLLEY STRAP : The insertible pull rod box design allows the bag to slide over the luggage handle for easy mobility during traveling.; Age Range Description: Adult; Pattern Name: Solid; Theme: Sports', 'Impact-resistant design. ID pouch, Mobile phone pouch. Zipper hidden pouch, Laptop slot, and Tablet slot. USB Charging slot on the outside. Shape-retaining construction. Water-resistant fabric. Premium leather zipper pulls. Top carry handle with leather grip. Air mesh back padding. Adjustable padded shoulder straps with metallic buckle and leather accents.']"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMjUwMzMzMDg2NTAzMjk2OjE2ODUwMzQ4NTY6c3BfYXRmX25leHQ6MjAxMTY4ODIxODEwOTg6OjA6Og&url=%2FRed-Lemon-Unisex-adult-Waterproof-Charging%2Fdp%2FB09VGNTDRZ%2Fref%3Dsr_1_162_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685034856%26sprefix%3Dba%252Caps%252C283%26sr%3D8-162-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"['Closure: Zipper', 'PREMIUM MATERIAL: This stylish chest bag is made of waterproof TPU material. Comes in a shell structure with a front Rhombus design.', 'ORGANIZED DESIGN: Spaced compartment with one separate soft sleeve to hold iPad, phone, or notebook. Spacious enough to store accessories like a camera or short trip essentials. Multiple organized pockets to hold money wallet, power bank, mobile, charger, pens, cable, etc. Soft adjustable single shoulder strap to relieve the stress of shoulder. A strong sturdy handle to carry the bag with ease.', 'USB FEATURE: External USB port with built-in charging cable enables convenient charging by connecting your power bank with your electronic devices.', 'DIMENSIONS: 19 cms x 16 cms x 33 cms (LxWxH). The weight of the bag is 0.48 KG.', 'Outer Material Type: Synthetic']"
https://www.amazon.in/WILD-MODA-Womens-Shoulder-Turquoise/dp/B099PLT91X/ref=sr_1_164?crid=2M096C61O4MLT&keywords=bags&qid=1685034856&sprefix=ba%2Caps%2C283&sr=8-164,"['Ample Compartments : The handbag will fulfil all your storage needs with its 3 big compartments and 6 pockets having a capacity of holding 20L of weight. The spacious compartments can keep all your stuff from your ipad, and smartphone to your kid’s diapers or your makeup kit and the side pocket can keep your water bottle or umbrella and take them out anytime without the need of opening and closing the zipper lock every time.', 'High-quality Polyester : he stylish bag is constructed in premium quality waterproof polyester material which makes it a durable option. You can carry all your stuff with ease as the high-quality material of the bag ensures no breakage or damage to the bag due to weight. The waterproof material saves all your stuff from getting wet and the imported quality zippers ensure that they will not break or lose their shine even after continuous usage.', ""Soft Fabric : As the bag's fabric is so comfortable to the touch, carrying it won't bother you. The shoulder straps of the bag are made from extra soft material which makes sure that the straps do not cause any itching or irritation even after continuous usage. So, you don't have to be concerned about the straps hurting your shoulders."", ""Classy and Stylish : The solid finish of the bag gives it a dash of style and class. You can take it anywhere from parties to the office and the bag will be your best style buddy everywhere. No matter if you are an office-going girl or a college girl, you can make a style statement with this bag. Every girl's wardrobe needs this bag because of its flawless finish, which elevates it to must-have status."", ""Light Feel : Even with all of your belongings inside this high-quality bag, which weighs only 400 grams and won't add to your burden when carried, you'll feel light. The shoulder straps of the bag make sure that it rests perfectly on your shoulders and you don't feel too much weight ensuring that even after carrying the bag for hours, your shoulders won't feel any pain on your shoulders."", 'Warranty: 6 months domestic warranty on manufacturing defects, Covered in Warranty: Zippers & Sliders, Not Covered in Warranty:Cloth Material, Care Instructions: Do not expose to extreme heat']"
https://www.amazon.in/Half-Moon-Waterproof-Backpack-Grey/dp/B09688CSCZ/ref=sr_1_168?crid=2M096C61O4MLT&keywords=bags&qid=1685034856&sprefix=ba%2Caps%2C283&sr=8-168,"['SPACIOUS AND LIGHTWEIGHT: Light weight & spacious laptop bag for men comes with 3 compartments. One is for carrying laptop inside (Upto 17""), with padding for safety, and space for laptop accessories like charger, etc. Second compartment of office bag for men is for books, files & all your day to day essentials. And third compartment of backpack for men is for your extra stuff. Laptop backpacks for men has provision for holding bottles on both sides & has padded shoulder straps for your comfort', 'COMFORT WITH QUALITY: This backpack for men has Wide, Padded & Adjustable shoulder straps & Padded Back for comfort in carrying heavy items. The laptop bag for men is stitched properly & Bartacks on every pressure point for extra durability. The office bag for men are made with strong yet light weight polyester fabric with heavy zippers. College Bags for men also comes with a Rain cover so that you can travel during rainy season without any problem. This laptop bag can be used by everyone.', 'SMART & TRENDY LOOKS: This Large backpack for men is smart, trendy and stylish in looks. The multipurpose college bags for men looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack. PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 45 cm X 31 cm X 22 cm', 'ENDURING & LONG LASTING: This trekking backpack for men/laptop bag for men is made up of highly durable material, which makes it suitable for all weather conditions including rains & extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself. INTERNAL ORGANISER: This backpack has an Organiser that is small pockets inside the front compartment for holding pens, ID cards, etc. These pockets are very useful in organizing your small day-to-day items.', 'OTHER FEATURES OF LAPTOP BAG FOR MEN: The office bag for men / office bag for women has Internal Organiser, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Reflector Logo.']"
https://www.amazon.in/DZert-Girls-Polyester-White-Backpack/dp/B07H1BPCGQ/ref=sr_1_170?crid=2M096C61O4MLT&keywords=bags&qid=1685034856&sprefix=ba%2Caps%2C283&sr=8-170,"['Capicity: 21 Litres, Weight: 0.4kg; Dimensions: 45cmX29cmX16cm; Outer Material: Polyester; Inner Material: Polyester', 'Water Repellent: Yes; Laptop Compartment: Yes ; Compartments: 2,one front pocket to hold essentials and A mesh stash pocket on one side to accommodate a drinking bottle & other accessories.', 'Utility: Office, College, School, Camping, Weekend trip, Day trip', 'Accessories shown in the picture are not part of the bag.', 'Style Name: Daypack Backpacks; Pocket Description: Utility Pocket; Strap Type: Shoulder Strap; Warranty Description: No Warranty; Age Range Description: Kid; Water Resistance Level: Water Resistant; Color Name: Nvy Blu-Wht; Closure Type: Zipper']"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMjUwMzMzMDg2NTAzMjk2OjE2ODUwMzQ4NTY6c3BfbXRmOjIwMTE3Nzk1ODc0NDk4OjowOjo&url=%2FMokobara-Backpack-Leather-Resistant-College%2Fdp%2FB09WVGDV1V%2Fref%3Dsr_1_171_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685034856%26sprefix%3Dba%252Caps%252C283%26sr%3D8-171-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"['CRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Vegan leather and nylon fabric, Casing: Soft, Colour: Green, Water resistant: Yes.', 'PADDED LAPTOP COMPARTMENT AND MAXED OUT STORAGE: Dimension: 29 x 14 x 41 cm, Capacity: 16L, Fits up to a 15.4” laptop', 'MOST FEATURE RICH BACKPACK: Vegan leather trims, Padded shoulder straps, Easy length adjustment buckle & strap lock, Hidden expandable side water bottle pocket, Luggage sleeve', 'HIDDEN MAGNETIC POCKET: Snaps close and stores your phone/passport for quick access; MORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Register warranty on (mokobara.com/warranty), get in touch with us @7975298840 (10:30AM - 5:30PM MON-FRI)', 'Closure Type: Zipper; Color Name: Green Energy (Limited Edition); Lining Description: Polyester; Age Range Description: Adult; Pattern Name: Solid']"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMjUwMzMzMDg2NTAzMjk2OjE2ODUwMzQ4NTY6c3BfbXRmOjIwMTI0MzExMDI0ODk4OjowOjo&url=%2Fuppercase-Backpack-2300EBP1-resistant-sustainable%2Fdp%2FB0BWNCV31F%2Fref%3Dsr_1_172_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685034856%26sprefix%3Dba%252Caps%252C283%26sr%3D8-172-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"['Care Instructions: Wipe with Damp Cloth', 'Handcrafted with care and made up of premium quality robust material', 'Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage', 'Right sized with sturdy stitching; Dimension: (28.2 cm x 14.1 cm x 42.2 cm); Warranty: 750 days international warranty', 'GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596)', 'Padded laptop compartment fits up to 14”, Back padding with Air mesh; Front access pocket for you to easily carry important small items with two bottle holders on the sides']"
